Session_ID,Vehicle_ID,Session_Date,Charging_Type,Energy_kWh,Duration_Hours,Cost_NPR,City,Station_ID,Battery_Level_Start
CHG00276,EV0153,2022-05-31,Workplace Charging,20.7,7.5,310.5,Damak,STN091,17
CHG00277,EV0046,2022-07-15,Home Charging,29.4,7.3,382.2,Nepalgunj,STN079,35
CHG00278,EV0676,2023-09-06,Workplace Charging,33.8,3.7,405.6,Itahari,STN040,15
CHG00279,EV0375,2022-03-24,Workplace Charging,13.3,4.5,172.9,Waling,STN070,15
CHG00280,EV0516,2023-01-16,Public Fast Charging,26.8,1.0,536.0,Jaleshwor,STN043,32
CHG00281,EV0067,2024-05-06,Workplace Charging,33.5,8.0,368.5,Dharan,STN094,23
CHG00282,EV0019,2022-05-30,Public Fast Charging,23.1,0.8,415.8,Tansen,STN066,33
CHG00283,EV0676,2023-11-19,Public Fast Charging,28.2,0.8,676.8,Itahari,STN049,36
CHG00284,EV0096,2023-02-08,Public Fast Charging,23.5,0.8,493.5,Dhulikhel,STN082,10
CHG00285,EV0634,2023-02-24,Public Fast Charging,21.4,0.9,513.6,Tulsipur,STN084,16
CHG00286,EV0650,2023-04-07,Public Fast Charging,31.0,0.9,527.0,Kathmandu,STN099,14
CHG00287,EV0338,2023-01-30,Public Fast Charging,26.2,1.3,576.4,Waling,STN040,26
CHG00288,EV0094,2024-05-25,Workplace Charging,31.3,3.9,375.6,Rajbiraj,STN057,31
CHG00289,EV0210,2023-09-10,Public Fast Charging,19.0,1.0,418.0,Mahendranagar,STN022,28
CHG00290,EV0130,2022-12-05,Home Charging,27.6,5.6,248.4,Birtamod,STN021,21
CHG00291,EV0404,2022-05-03,Public Fast Charging,23.6,1.4,495.6,Nepalgunj,STN094,18
CHG00292,EV0607,2022-01-16,Public Fast Charging,33.3,1.0,666.0,Rajbiraj,STN063,21
CHG00293,EV0671,2022-12-17,Public Slow Charging,33.9,7.1,406.8,Lahan,STN049,20
CHG00294,EV0401,2022-02-08,Public Fast Charging,24.1,1.0,457.9,Mahendranagar,STN032,10
CHG00295,EV0429,2023-01-26,Public Slow Charging,19.4,4.8,174.6,Jaleshwor,STN093,27
CHG00296,EV0326,2024-12-27,Workplace Charging,28.6,7.8,429.0,Bharatpur,STN002,22
CHG00297,EV0056,2022-02-07,Public Fast Charging,22.0,0.8,506.0,Madhyapur Thimi,STN041,26
CHG00298,EV0299,2024-09-28,Home Charging,32.5,3.3,455.0,Jaleshwor,STN045,40
CHG00299,EV0224,2023-10-09,Workplace Charging,19.4,3.1,271.6,Panauti,STN021,13
CHG00300,EV0283,2024-08-17,Workplace Charging,11.8,6.6,165.2,Dhulikhel,STN078,39
CHG00301,EV0444,2024-10-19,Public Fast Charging,31.9,1.4,478.5,Dhangadhi,STN011,22
CHG00302,EV0493,2022-12-12,Public Fast Charging,35.7,1.1,856.8,Tulsipur,STN072,21
CHG00303,EV0290,2022-11-23,Home Charging,20.5,4.5,287.0,Gaur,STN015,21
CHG00304,EV0088,2024-01-21,Public Slow Charging,22.3,5.8,267.6,Waling,STN049,37
CHG00305,EV0350,2022-06-11,Workplace Charging,17.2,7.1,137.6,Lamjung,STN027,38
CHG00306,EV0069,2024-01-17,Home Charging,33.9,4.7,440.7,Attariya,STN047,20
CHG00307,EV0124,2022-12-07,Home Charging,27.3,7.8,354.9,Kathmandu,STN057,32
CHG00308,EV0686,2024-05-19,Workplace Charging,16.0,3.8,224.0,Mechinagar,STN057,20
CHG00309,EV0311,2022-02-27,Public Slow Charging,24.3,3.2,194.4,Bharatpur,STN026,39
CHG00310,EV0417,2023-04-13,Public Slow Charging,24.0,3.4,264.0,Dharan,STN040,33
CHG00311,EV0323,2022-01-22,Home Charging,29.5,5.0,383.5,Madhyapur Thimi,STN016,30
CHG00312,EV0083,2022-05-16,Public Slow Charging,18.0,4.9,216.0,Kapilvastu,STN083,16
CHG00313,EV0270,2022-08-01,Public Fast Charging,36.1,1.0,613.7,Jaleshwor,STN044,39
CHG00314,EV0419,2023-03-11,Workplace Charging,30.7,6.8,368.4,Kathmandu,STN012,28
CHG00315,EV0343,2023-09-11,Public Fast Charging,28.2,0.7,676.8,Gorkha,STN078,10
CHG00316,EV0686,2024-07-10,Public Fast Charging,33.3,0.9,632.7,Mechinagar,STN063,25
CHG00317,EV0102,2022-07-03,Home Charging,15.1,7.0,211.4,Jumla,STN004,27
CHG00318,EV0437,2023-07-01,Public Fast Charging,30.5,1.3,762.5,Tulsipur,STN016,16
CHG00319,EV0330,2023-08-06,Public Fast Charging,33.2,1.0,630.8,Attariya,STN061,23
CHG00320,EV0524,2023-07-31,Public Fast Charging,21.8,1.4,523.2,Waling,STN031,10
CHG00321,EV0243,2024-04-23,Home Charging,18.5,7.4,148.0,Lahan,STN025,40
CHG00322,EV0503,2024-10-24,Home Charging,27.3,7.5,273.0,Dailekh,STN074,10
CHG00323,EV0302,2023-09-01,Workplace Charging,27.7,6.0,249.3,Kirtipur,STN034,28
CHG00324,EV0211,2024-08-23,Workplace Charging,14.2,7.4,213.0,Birtamod,STN047,34
CHG00325,EV0654,2024-09-13,Home Charging,10.0,6.5,110.0,Mahendranagar,STN032,21
CHG00326,EV0102,2022-11-08,Public Fast Charging,29.3,1.1,498.1,Jumla,STN013,26
CHG00327,EV0696,2024-07-19,Public Slow Charging,16.7,3.6,167.0,Lamjung,STN082,25
CHG00328,EV0095,2024-10-16,Public Slow Charging,24.2,7.4,314.6,Jumla,STN028,14
CHG00329,EV0609,2024-07-14,Home Charging,23.4,5.8,327.6,Jumla,STN004,27
CHG00330,EV0034,2023-02-28,Home Charging,30.3,3.6,393.9,Hetauda,STN053,11
CHG00331,EV0452,2023-10-24,Public Fast Charging,29.8,1.0,506.6,Biratnagar,STN052,23
CHG00332,EV0573,2022-12-26,Home Charging,16.6,6.0,132.8,Beni,STN062,34
CHG00333,EV0500,2023-04-14,Public Slow Charging,21.4,3.9,278.2,Nepalgunj,STN049,11
CHG00334,EV0401,2022-05-05,Home Charging,14.3,3.3,200.2,Mahendranagar,STN055,32
CHG00335,EV0411,2024-12-11,Workplace Charging,19.1,6.2,248.3,Biratnagar,STN082,18
CHG00336,EV0172,2024-09-07,Public Fast Charging,18.9,0.7,302.4,Rajbiraj,STN043,12
CHG00337,EV0344,2023-03-23,Home Charging,25.2,5.3,277.2,Tikapur,STN068,25
CHG00338,EV0136,2024-03-23,Public Fast Charging,15.4,1.2,261.8,Gaur,STN057,18
CHG00339,EV0185,2023-11-05,Home Charging,14.0,6.0,168.0,Panauti,STN021,26
CHG00340,EV0496,2024-02-16,Public Slow Charging,33.7,5.1,269.6,Lamjung,STN021,21
CHG00341,EV0237,2023-12-14,Public Slow Charging,10.4,3.2,145.6,Baglung,STN059,24
CHG00342,EV0094,2022-11-02,Home Charging,11.5,6.7,149.5,Rajbiraj,STN053,19
CHG00343,EV0596,2023-07-31,Workplace Charging,27.9,4.8,418.5,Tulsipur,STN072,29
CHG00344,EV0302,2022-09-21,Public Slow Charging,35.0,6.7,420.0,Kirtipur,STN072,20
CHG00345,EV0137,2024-04-15,Public Fast Charging,35.6,0.8,676.4,Bhaktapur,STN080,30
CHG00346,EV0700,2023-11-16,Home Charging,26.8,6.9,348.4,Tikapur,STN092,23
CHG00347,EV0259,2024-02-26,Public Slow Charging,33.6,3.0,369.6,Kapilvastu,STN035,36
CHG00348,EV0277,2023-11-14,Home Charging,20.1,6.4,281.4,Bharatpur,STN037,11
CHG00349,EV0263,2023-11-30,Public Slow Charging,15.7,5.5,188.4,Kapilvastu,STN069,14
CHG00350,EV0019,2022-05-17,Public Slow Charging,13.9,6.1,194.6,Tansen,STN067,24
CHG00351,EV0028,2022-12-29,Home Charging,19.4,3.2,271.6,Kapilvastu,STN011,22
CHG00352,EV0529,2024-10-04,Public Slow Charging,11.2,3.7,123.2,Tulsipur,STN056,31
CHG00353,EV0560,2022-02-26,Public Fast Charging,21.8,1.0,457.8,Biratnagar,STN099,10
CHG00354,EV0303,2023-04-10,Workplace Charging,22.3,3.6,334.5,Gaur,STN087,27
CHG00355,EV0690,2023-09-24,Public Fast Charging,34.1,0.9,613.8,Baglung,STN033,15
CHG00356,EV0300,2022-07-03,Public Slow Charging,23.0,5.0,322.0,Itahari,STN004,36
CHG00357,EV0213,2022-09-06,Home Charging,18.6,6.6,279.0,Jumla,STN053,40
CHG00358,EV0070,2024-11-02,Public Fast Charging,18.6,1.4,446.4,Mechinagar,STN066,30
CHG00359,EV0562,2023-02-18,Public Slow Charging,11.1,4.6,133.2,Butwal,STN060,40
CHG00360,EV0442,2022-12-14,Public Fast Charging,25.1,1.1,476.9,Damak,STN087,32
CHG00361,EV0487,2022-11-01,Public Fast Charging,37.1,1.3,593.6,Mechinagar,STN075,25
CHG00362,EV0532,2024-11-20,Public Fast Charging,32.7,1.2,523.2,Birtamod,STN018,28
CHG00363,EV0233,2022-01-19,Workplace Charging,33.9,3.2,406.8,Panauti,STN068,38
CHG00364,EV0471,2024-03-03,Public Slow Charging,12.1,5.2,133.1,Attariya,STN048,35
CHG00365,EV0342,2022-11-22,Workplace Charging,12.7,3.4,165.1,Madhyapur Thimi,STN080,17
CHG00366,EV0384,2024-06-05,Home Charging,29.6,4.4,236.8,Butwal,STN015,25
CHG00367,EV0624,2023-04-14,Home Charging,26.2,3.2,314.4,Rajbiraj,STN040,15
CHG00368,EV0429,2024-04-10,Workplace Charging,21.8,5.0,283.4,Jaleshwor,STN095,15
CHG00369,EV0429,2023-04-27,Public Slow Charging,21.8,4.0,261.6,Jaleshwor,STN020,30
CHG00370,EV0292,2023-05-24,Public Fast Charging,16.7,1.4,300.6,Beni,STN086,21
CHG00371,EV0120,2023-10-25,Public Slow Charging,12.3,4.7,135.3,Dharan,STN037,40
CHG00372,EV0164,2024-02-01,Workplace Charging,10.8,7.8,86.4,Lamjung,STN056,28
CHG00373,EV0379,2022-11-06,Workplace Charging,15.4,5.5,200.2,Damak,STN093,31
CHG00374,EV0252,2024-05-30,Workplace Charging,26.8,6.9,348.4,Itahari,STN088,28
CHG00375,EV0378,2023-11-29,Workplace Charging,26.7,4.0,320.4,Dhangadhi,STN078,35
CHG00376,EV0453,2023-02-20,Public Slow Charging,33.4,6.3,300.6,Banepa,STN093,40
CHG00377,EV0403,2023-04-20,Home Charging,35.0,4.2,280.0,Beni,STN059,31
CHG00378,EV0589,2023-05-12,Public Slow Charging,16.9,4.2,185.9,Tulsipur,STN039,33
CHG00379,EV0322,2024-09-29,Public Slow Charging,21.7,4.3,173.6,Nepalgunj,STN020,10
CHG00380,EV0091,2024-05-24,Public Fast Charging,28.6,0.7,715.0,Attariya,STN020,24
CHG00381,EV0088,2022-12-30,Public Slow Charging,22.7,3.5,249.7,Waling,STN057,39
CHG00382,EV0117,2023-09-28,Home Charging,23.9,4.4,262.9,Birendranagar,STN033,18
CHG00383,EV0158,2024-10-27,Home Charging,11.3,6.9,158.2,Gaur,STN076,29
CHG00384,EV0569,2024-08-05,Home Charging,27.2,4.0,353.6,Tulsipur,STN087,29
CHG00385,EV0284,2024-02-21,Workplace Charging,14.5,5.1,116.0,Kirtipur,STN098,27
CHG00386,EV0265,2023-12-25,Public Slow Charging,16.8,7.6,168.0,Lalitpur,STN086,18
CHG00387,EV0526,2024-02-10,Public Fast Charging,39.9,1.1,997.5,Banepa,STN069,15
CHG00388,EV0537,2024-06-03,Home Charging,10.3,3.0,123.6,Lalitpur,STN015,11
CHG00389,EV0576,2023-08-22,Public Fast Charging,17.6,1.1,352.0,Banepa,STN049,28
CHG00390,EV0221,2024-02-11,Public Fast Charging,35.4,1.1,637.2,Panauti,STN058,21
CHG00391,EV0397,2023-10-17,Workplace Charging,31.1,7.0,311.0,Jumla,STN094,27
CHG00392,EV0487,2022-04-18,Public Slow Charging,23.8,5.7,214.2,Mechinagar,STN091,12
CHG00393,EV0154,2022-06-29,Workplace Charging,23.0,4.3,207.0,Biratnagar,STN054,38
CHG00394,EV0277,2022-05-27,Workplace Charging,11.3,6.9,146.9,Bharatpur,STN012,34
CHG00395,EV0294,2023-12-21,Home Charging,34.6,5.9,484.4,Attariya,STN078,25
CHG00396,EV0429,2024-05-20,Workplace Charging,15.0,3.7,120.0,Jaleshwor,STN018,24
CHG00397,EV0104,2024-01-06,Workplace Charging,19.7,6.8,197.0,Lahan,STN055,32
CHG00398,EV0360,2023-08-17,Public Slow Charging,27.3,5.1,327.6,Mahendranagar,STN092,35
CHG00399,EV0238,2023-08-22,Home Charging,15.0,6.4,150.0,Biratnagar,STN003,21
CHG00400,EV0371,2022-02-12,Home Charging,31.2,3.2,312.0,Tulsipur,STN089,18
CHG00401,EV0485,2024-09-27,Workplace Charging,11.2,3.5,100.8,Nepalgunj,STN047,32
CHG00402,EV0275,2022-09-26,Home Charging,24.8,7.0,248.0,Itahari,STN082,16
CHG00403,EV0284,2024-07-04,Public Fast Charging,34.7,0.8,659.3,Kirtipur,STN043,18
CHG00404,EV0649,2024-02-07,Public Slow Charging,33.7,3.6,471.8,Attariya,STN062,22
CHG00405,EV0144,2022-09-18,Home Charging,30.3,3.1,242.4,Itahari,STN043,24
CHG00406,EV0041,2022-12-15,Workplace Charging,13.7,3.3,164.4,Janakpur,STN041,17
CHG00407,EV0393,2024-10-24,Public Slow Charging,24.3,3.3,364.5,Birgunj,STN079,21
CHG00408,EV0586,2024-09-15,Workplace Charging,33.8,4.6,439.4,Mahendranagar,STN036,34
CHG00409,EV0244,2022-10-04,Home Charging,22.0,5.2,242.0,Lalitpur,STN025,34
CHG00410,EV0521,2023-02-24,Workplace Charging,16.3,6.7,130.4,Beni,STN078,27
CHG00411,EV0063,2023-06-14,Workplace Charging,17.9,4.5,268.5,Bhairahawa,STN036,20
CHG00412,EV0585,2023-09-28,Home Charging,20.9,3.7,250.8,Birendranagar,STN002,26
CHG00413,EV0424,2023-04-25,Workplace Charging,13.4,4.1,187.6,Lamjung,STN098,36
CHG00414,EV0435,2024-05-23,Home Charging,34.3,6.3,514.5,Tulsipur,STN054,28
CHG00415,EV0640,2023-06-17,Home Charging,23.8,6.3,238.0,Mahendranagar,STN018,30
CHG00416,EV0669,2022-05-14,Public Slow Charging,12.5,3.3,112.5,Tansen,STN016,21
CHG00417,EV0601,2022-05-25,Home Charging,18.2,6.9,254.8,Kirtipur,STN072,27
CHG00418,EV0447,2023-09-16,Home Charging,16.4,7.2,131.2,Dailekh,STN035,21
CHG00419,EV0495,2022-10-27,Public Slow Charging,11.2,3.9,156.8,Biratnagar,STN012,26
CHG00420,EV0291,2022-12-18,Public Slow Charging,15.6,5.2,171.6,Tansen,STN032,40
CHG00421,EV0689,2022-03-22,Workplace Charging,12.3,5.8,110.7,Janakpur,STN070,40
CHG00422,EV0464,2024-10-05,Workplace Charging,24.4,5.3,244.0,Kapilvastu,STN092,33
CHG00423,EV0016,2023-02-03,Home Charging,24.9,4.2,249.0,Tikapur,STN085,12
CHG00424,EV0172,2022-07-06,Public Slow Charging,11.3,6.8,101.7,Rajbiraj,STN018,34
CHG00425,EV0258,2022-03-19,Public Fast Charging,24.9,1.3,547.8,Tansen,STN085,26
CHG00426,EV0562,2022-08-25,Public Slow Charging,26.2,6.2,288.2,Butwal,STN035,11
CHG00427,EV0052,2022-10-19,Public Slow Charging,15.7,7.0,188.4,Mahendranagar,STN061,11
CHG00428,EV0110,2024-07-07,Public Slow Charging,13.7,6.3,150.7,Dhangadhi,STN077,30
CHG00429,EV0556,2023-01-14,Public Fast Charging,16.0,1.0,240.0,Kapilvastu,STN067,18
CHG00430,EV0201,2023-01-08,Home Charging,17.0,6.1,187.0,Birendranagar,STN052,18
CHG00431,EV0269,2024-02-15,Workplace Charging,17.5,6.0,245.0,Gorkha,STN080,10
CHG00432,EV0071,2023-02-14,Public Slow Charging,16.0,6.9,144.0,Tikapur,STN085,26
CHG00433,EV0545,2024-09-04,Home Charging,34.9,6.7,453.7,Beni,STN047,23
CHG00434,EV0546,2024-09-29,Public Fast Charging,17.4,1.4,382.8,Janakpur,STN044,21
CHG00435,EV0461,2022-11-10,Public Fast Charging,21.3,0.7,404.7,Baglung,STN092,22
CHG00436,EV0437,2024-05-11,Home Charging,18.4,3.4,276.0,Tulsipur,STN038,40
CHG00437,EV0147,2024-09-13,Workplace Charging,32.6,6.0,391.2,Dharan,STN035,20
CHG00438,EV0132,2022-08-27,Workplace Charging,34.8,5.1,522.0,Dharan,STN037,28
CHG00439,EV0098,2022-07-12,Workplace Charging,20.6,7.1,247.2,Gaur,STN025,15
CHG00440,EV0454,2022-06-19,Public Fast Charging,27.8,0.8,528.2,Pokhara,STN065,38
CHG00441,EV0534,2022-04-21,Home Charging,17.9,3.2,268.5,Dhangadhi,STN042,40
CHG00442,EV0433,2023-07-20,Home Charging,11.4,6.9,102.6,Tulsipur,STN067,23
CHG00443,EV0315,2024-02-05,Workplace Charging,15.3,5.0,198.9,Bhaktapur,STN063,33
CHG00444,EV0632,2023-10-16,Workplace Charging,29.1,6.8,407.4,Madhyapur Thimi,STN060,32
CHG00445,EV0208,2024-02-04,Home Charging,20.0,3.7,180.0,Dharan,STN062,13
CHG00446,EV0378,2024-06-28,Workplace Charging,29.6,3.5,384.8,Dhangadhi,STN081,14
CHG00447,EV0440,2024-01-06,Public Slow Charging,15.9,4.9,143.1,Kapilvastu,STN030,37
CHG00448,EV0660,2022-04-05,Home Charging,25.2,4.0,378.0,Nepalgunj,STN059,18
CHG00449,EV0465,2023-11-21,Public Fast Charging,16.1,0.9,322.0,Dharan,STN031,14
CHG00450,EV0614,2023-03-04,Home Charging,14.7,3.6,220.5,Biratnagar,STN019,29
CHG00451,EV0323,2023-06-05,Public Fast Charging,26.4,1.3,580.8,Madhyapur Thimi,STN039,21
CHG00452,EV0320,2024-01-22,Workplace Charging,29.0,7.3,406.0,Rajbiraj,STN030,26
CHG00453,EV0458,2022-11-23,Home Charging,29.8,6.9,447.0,Bhairahawa,STN067,19
CHG00454,EV0557,2023-10-13,Home Charging,25.7,4.3,282.7,Jumla,STN076,33
CHG00455,EV0097,2023-06-09,Workplace Charging,27.0,5.0,351.0,Beni,STN020,18
CHG00456,EV0610,2022-02-26,Public Fast Charging,34.3,1.1,720.3,Panauti,STN086,34
CHG00457,EV0176,2022-09-02,Home Charging,22.3,6.0,178.4,Rajbiraj,STN076,13
CHG00458,EV0396,2022-03-05,Workplace Charging,34.1,5.3,443.3,Biratnagar,STN001,33
CHG00459,EV0162,2022-11-13,Workplace Charging,23.4,5.9,304.2,Rajbiraj,STN028,27
CHG00460,EV0511,2024-01-31,Public Fast Charging,25.2,1.3,453.6,Biratnagar,STN052,28
CHG00461,EV0227,2024-07-30,Public Slow Charging,33.9,6.6,440.7,Kathmandu,STN015,21
CHG00462,EV0181,2023-04-03,Workplace Charging,27.3,7.4,273.0,Birgunj,STN080,19
CHG00463,EV0152,2023-02-16,Home Charging,27.7,6.0,221.6,Lahan,STN071,27
CHG00464,EV0663,2022-06-06,Public Slow Charging,28.0,6.7,280.0,Dhangadhi,STN085,21
CHG00465,EV0173,2023-12-26,Public Slow Charging,25.1,6.2,326.3,Pokhara,STN004,33
CHG00466,EV0383,2024-04-17,Public Slow Charging,15.5,5.1,232.5,Birtamod,STN081,23
CHG00467,EV0355,2022-05-01,Workplace Charging,20.1,3.3,241.2,Jumla,STN010,22
CHG00468,EV0112,2022-12-21,Workplace Charging,24.2,7.0,217.8,Tikapur,STN001,27
CHG00469,EV0058,2023-02-02,Home Charging,11.0,6.2,154.0,Jumla,STN094,23
CHG00470,EV0563,2024-03-03,Workplace Charging,16.1,7.9,225.4,Birtamod,STN010,38
CHG00471,EV0560,2022-02-11,Public Slow Charging,29.5,3.6,295.0,Biratnagar,STN089,39
CHG00472,EV0554,2023-08-28,Public Slow Charging,19.7,6.7,256.1,Itahari,STN001,40
CHG00473,EV0634,2024-10-20,Workplace Charging,27.4,4.3,411.0,Tulsipur,STN063,36
CHG00474,EV0670,2022-06-09,Home Charging,10.9,7.2,87.2,Attariya,STN043,31
CHG00475,EV0062,2024-02-13,Workplace Charging,15.6,7.7,140.4,Butwal,STN073,39
CHG00476,EV0415,2023-08-02,Public Slow Charging,26.7,5.1,347.1,Birtamod,STN072,18
CHG00477,EV0358,2024-11-19,Public Slow Charging,25.4,5.7,355.6,Gorkha,STN001,37
CHG00478,EV0037,2022-01-20,Public Fast Charging,30.2,0.8,604.0,Beni,STN044,38
CHG00479,EV0234,2023-05-01,Public Slow Charging,23.6,6.5,259.6,Dailekh,STN004,28
CHG00480,EV0387,2024-07-25,Home Charging,10.1,3.2,90.9,Nepalgunj,STN042,37
CHG00481,EV0119,2024-09-11,Home Charging,24.1,5.4,216.9,Hetauda,STN092,31
CHG00482,EV0666,2024-09-24,Public Fast Charging,31.3,1.1,688.6,Bhaktapur,STN092,25
CHG00483,EV0019,2022-08-02,Home Charging,24.8,6.2,198.4,Tansen,STN063,13
CHG00484,EV0089,2024-06-03,Home Charging,28.7,4.5,229.6,Kapilvastu,STN040,26
CHG00485,EV0437,2023-09-21,Public Fast Charging,35.3,1.3,741.3,Tulsipur,STN025,30
CHG00486,EV0329,2022-06-25,Home Charging,15.5,5.9,201.5,Birgunj,STN004,12
CHG00487,EV0183,2022-01-28,Workplace Charging,28.3,7.6,226.4,Lalitpur,STN047,26
CHG00488,EV0291,2023-01-21,Public Fast Charging,38.4,1.3,883.2,Tansen,STN037,35
CHG00489,EV0172,2024-04-18,Public Fast Charging,18.4,0.9,294.4,Rajbiraj,STN054,22
CHG00490,EV0265,2022-12-19,Public Fast Charging,16.1,0.5,322.0,Lalitpur,STN026,18
CHG00491,EV0674,2023-02-27,Public Fast Charging,29.3,1.1,498.1,Gaur,STN025,13
CHG00492,EV0044,2024-01-03,Public Slow Charging,20.5,5.7,266.5,Mahendranagar,STN046,35
CHG00493,EV0197,2023-09-04,Workplace Charging,20.4,7.9,306.0,Hetauda,STN025,18
CHG00494,EV0444,2024-09-06,Public Slow Charging,33.4,3.0,467.6,Dhangadhi,STN064,23
CHG00495,EV0083,2023-11-14,Workplace Charging,16.7,5.0,133.6,Kapilvastu,STN060,24
CHG00496,EV0048,2023-10-03,Public Slow Charging,21.7,3.2,260.4,Biratnagar,STN061,27
CHG00497,EV0380,2024-06-03,Workplace Charging,18.1,3.3,235.3,Jumla,STN095,20
CHG00498,EV0338,2022-08-15,Public Slow Charging,33.5,6.8,402.0,Waling,STN017,29
CHG00499,EV0104,2023-05-07,Public Slow Charging,18.1,3.2,253.4,Lahan,STN045,18
CHG00500,EV0389,2023-06-06,Workplace Charging,32.1,4.0,256.8,Kirtipur,STN097,10
CHG00501,EV0463,2022-11-26,Public Fast Charging,38.5,1.4,962.5,Banepa,STN009,38
CHG00502,EV0196,2023-02-06,Public Fast Charging,17.1,1.1,393.3,Bhaktapur,STN017,34
CHG00503,EV0560,2022-10-13,Home Charging,26.7,6.5,400.5,Biratnagar,STN015,11
CHG00504,EV0113,2023-11-07,Public Slow Charging,15.6,5.3,156.0,Kirtipur,STN087,24
CHG00505,EV0072,2023-04-22,Home Charging,24.1,5.4,241.0,Tikapur,STN069,39
CHG00506,EV0591,2023-01-20,Workplace Charging,16.5,5.5,214.5,Kirtipur,STN034,33
CHG00507,EV0037,2022-05-08,Workplace Charging,22.6,7.0,271.2,Beni,STN037,27
CHG00508,EV0387,2024-10-24,Workplace Charging,10.2,3.9,102.0,Nepalgunj,STN035,35
CHG00509,EV0635,2024-05-01,Public Fast Charging,20.2,0.5,424.2,Lahan,STN072,32
CHG00510,EV0290,2023-01-06,Public Fast Charging,38.9,0.6,700.2,Gaur,STN022,34
CHG00511,EV0139,2024-02-23,Public Fast Charging,21.2,0.9,339.2,Itahari,STN055,32
CHG00512,EV0436,2024-02-26,Public Fast Charging,18.8,1.2,432.4,Madhyapur Thimi,STN059,29
CHG00513,EV0440,2024-03-27,Home Charging,10.3,3.7,82.4,Kapilvastu,STN056,25
CHG00514,EV0522,2022-05-03,Public Slow Charging,34.5,6.0,414.0,Bhairahawa,STN053,21
CHG00515,EV0409,2023-07-25,Workplace Charging,26.1,3.5,261.0,Waling,STN030,28
CHG00516,EV0628,2024-12-19,Public Slow Charging,21.0,3.5,168.0,Pokhara,STN088,29
CHG00517,EV0198,2024-09-21,Home Charging,29.6,4.7,325.6,Nepalgunj,STN084,30
CHG00518,EV0078,2024-05-23,Public Fast Charging,17.9,0.9,375.9,Pokhara,STN014,32
CHG00519,EV0150,2023-05-20,Home Charging,20.8,7.7,166.4,Tulsipur,STN066,22
CHG00520,EV0029,2024-03-03,Home Charging,16.0,7.0,240.0,Pokhara,STN092,36
CHG00521,EV0159,2024-08-05,Home Charging,13.0,3.8,143.0,Hetauda,STN096,15
CHG00522,EV0249,2023-03-08,Public Slow Charging,13.5,5.7,175.5,Tikapur,STN002,40
CHG00523,EV0656,2023-08-04,Public Slow Charging,31.1,3.7,279.9,Kapilvastu,STN071,29
CHG00524,EV0585,2023-11-22,Home Charging,31.7,5.9,380.4,Birendranagar,STN046,22
CHG00525,EV0345,2022-05-15,Public Slow Charging,18.8,3.2,169.2,Hetauda,STN010,10
CHG00526,EV0576,2024-09-10,Public Slow Charging,11.9,4.8,130.9,Banepa,STN005,26
CHG00527,EV0610,2022-10-05,Public Slow Charging,28.0,3.3,280.0,Panauti,STN099,33
CHG00528,EV0673,2024-10-21,Public Slow Charging,20.5,4.2,246.0,Birendranagar,STN001,19
CHG00529,EV0410,2022-12-29,Public Fast Charging,35.8,0.8,859.2,Mechinagar,STN009,12
CHG00530,EV0360,2022-01-18,Workplace Charging,30.0,3.4,270.0,Mahendranagar,STN042,25
CHG00531,EV0677,2023-04-21,Public Fast Charging,33.7,0.7,707.7,Janakpur,STN085,29
CHG00532,EV0318,2022-06-25,Home Charging,33.0,3.4,495.0,Jaleshwor,STN060,27
CHG00533,EV0384,2023-05-10,Public Slow Charging,27.8,3.3,333.6,Butwal,STN012,36
CHG00534,EV0052,2022-05-27,Public Slow Charging,29.4,5.2,441.0,Mahendranagar,STN086,40
CHG00535,EV0159,2024-08-16,Workplace Charging,17.8,7.3,160.2,Hetauda,STN073,13
CHG00536,EV0053,2022-02-14,Public Slow Charging,16.4,3.9,246.0,Nepalgunj,STN051,25
CHG00537,EV0425,2024-11-25,Public Slow Charging,18.2,5.8,236.6,Hetauda,STN090,26
CHG00538,EV0231,2022-09-30,Home Charging,34.6,4.0,346.0,Waling,STN030,28
CHG00539,EV0438,2023-02-03,Home Charging,13.1,6.0,157.2,Beni,STN081,16
CHG00540,EV0141,2024-05-30,Home Charging,14.0,5.7,154.0,Madhyapur Thimi,STN017,38
CHG00541,EV0311,2023-10-07,Home Charging,17.6,7.6,176.0,Bharatpur,STN056,25
CHG00542,EV0281,2024-11-21,Workplace Charging,19.0,7.8,266.0,Banepa,STN018,32
CHG00543,EV0567,2023-01-18,Workplace Charging,26.8,6.6,214.4,Banepa,STN059,29
CHG00544,EV0528,2022-10-12,Home Charging,15.4,4.8,231.0,Baglung,STN059,23
CHG00545,EV0562,2022-12-09,Public Fast Charging,20.8,1.0,520.0,Butwal,STN081,17
CHG00546,EV0620,2023-09-11,Public Fast Charging,18.6,1.4,316.2,Bharatpur,STN048,15
CHG00547,EV0408,2023-10-10,Home Charging,20.6,3.2,309.0,Janakpur,STN068,31
CHG00548,EV0351,2022-12-22,Workplace Charging,21.8,5.9,218.0,Dharan,STN023,23
CHG00549,EV0660,2024-04-25,Public Slow Charging,17.9,7.4,268.5,Nepalgunj,STN026,36
CHG00550,EV0583,2023-08-18,Public Slow Charging,21.6,5.5,302.4,Tulsipur,STN021,35
CHG00551,EV0636,2022-09-13,Public Fast Charging,17.3,0.8,311.4,Birgunj,STN040,27
